deal_id|deal_name|account_id|rep_id|stage|lead_source|deal_type|amount|probability_pct|created_date|expected_close_date|close_date
428|Woodgrove Bank GmbH - Migration Project|56|5|Closed Won|Trade Show|Renewal|47000.00|100|2025-07-24|2025-12-19|2025-11-26
429|Tres Chic Boutique GmbH - Cloud Subscription|2|7|Closed Won|Trade Show|Upsell|14500.00|100|2025-06-19|2025-08-07|2025-07-13
430|Blue Yonder Airlines Inc - Reporting Add-on|23|9|Negotiation|Website|Upsell|9000.00|75|2026-08-13|2026-10-19|
431|Prose Ware Systems Inc - Data Platform|19|6|Closed Won|Outbound|Renewal|17500.00|100|2025-12-09|2026-04-01|2026-04-18
432|Relecloud Sp. z o.o. - Analytics Suite|55|9|Proposal|Website|New Business|40000.00|50|2025-06-04|2025-09-03|
433|Relecloud Inc - Data Platform|15|11|Closed Won|Website|New Business|25500.00|100|2026-02-19|2026-05-29|2026-06-06
434|Trail Frames Chalet Inc - Training Package|58|4|Closed Lost|Partner|New Business|28500.00|0|2026-01-09|2026-05-06|2026-07-07
435|Fourth Coffee SL - Data Platform|48|6|Closed Won|Website|Renewal|9000.00|100|2025-03-02|2025-06-04|2025-06-08
436|Prose Ware Systems Inc - Analytics Suite|19|7|Proposal|Outbound|New Business|50500.00|50|2025-09-19|2025-12-18|
437|Munson's Pickles GmbH - Enterprise License|13|4|Closed Lost|Referral|Renewal|30500.00|0|2025-05-21|2025-08-19|2025-09-03
438|Margie's Travel SL - Data Platform|47|12|Qualification|Outbound|New Business|44500.00|25|2026-06-11|2026-09-30|
439|Trail Frames Chalet Inc - Cloud Subscription|58|2|Proposal|Outbound|New Business|14500.00|50|2025-08-02|2025-11-19|
440|Fincher Architects GmbH - Support Renewal|6|5|Proposal|Outbound|New Business|19000.00|50|2025-11-09|2026-04-05|
441|Alpine Ski House SARL - Reporting Add-on|26|2|Closed Won|Referral|Upsell|34500.00|100|2025-06-14|2025-11-11|2025-11-04
442|Blue Yonder Airlines Inc - Migration Project|23|3|Closed Lost|Referral|New Business|59000.00|0|2025-03-14|2025-04-05|2025-03-26
443|Southridge Video GmbH - Data Platform|1|8|Qualification|Outbound|New Business|20000.00|25|2026-08-29|2026-11-27|
444|Northwind Traders GmbH - Support Renewal|11|6|Closed Won|Outbound|New Business|34500.00|100|2025-01-12|2025-02-03|2025-02-14
445|Nod Publishers SpA - Cloud Subscription|43|11|Qualification|Trade Show|Renewal|62000.00|25|2026-09-16|2026-12-20|
446|Proseware BV - Training Package|40|7|Closed Won|Referral|New Business|18000.00|100|2026-03-26|2026-05-01|2026-04-22
447|Graphic Design Institute AG - Enterprise License|60|5|Prospecting|Outbound|New Business|29500.00|10|2026-03-12|2026-06-30|
448|Trail Frames Chalet Inc - Training Package|18|9|Proposal|Partner|New Business|21000.00|50|2026-06-23|2026-10-15|
449|Wide Field Robotics SARL - Training Package|31|2|Negotiation|Partner|New Business|36500.00|75|2025-07-21|2025-08-31|
450|Graphic Design Institute Inc - Cloud Subscription|20|11|Negotiation|Website|Renewal|28000.00|75|2025-12-04|2026-02-06|
451|Northwind Traders GmbH - Training Package|11|12|Closed Won|Outbound|Renewal|115000.00|100|2025-05-08|2025-07-05|2025-06-03
452|Contoso Inc - Enterprise License|21|8|Closed Won|Website|New Business|39000.00|100|2025-08-16|2025-10-11|2025-10-31
453|Contoso Inc - Training Package|21|12|Closed Lost|Partner|Renewal|19500.00|0|2025-12-13|2026-02-16|2026-02-12
454|Tres Chic Boutique BV - Analytics Suite|42|9|Closed Won|Partner|Renewal|19000.00|100|2025-07-11|2025-11-21|2025-11-15
455|The Phone Company SARL - Enterprise License|28|4|Negotiation|Trade Show|Renewal|11500.00|75|2025-08-23|2025-11-08|
456|Lamna Healthcare Ltd - Training Package|34|3|Closed Lost|Website|Renewal|94500.00|0|2025-03-08|2025-07-28|2025-10-03
457|Wide Field Robotics SARL - Training Package|31|1|Closed Won|Partner|Renewal|3000.00|100|2026-01-23|2026-05-08|2026-05-09
458|City Power & Light SL - Data Platform|49|4|Negotiation|Partner|Renewal|29500.00|75|2025-12-28|2026-01-31|
459|Fincher Architects GmbH - Training Package|6|12|Prospecting|Website|Renewal|8500.00|10|2025-10-27|2026-03-20|
460|Prose Ware Systems Inc - Training Package|19|7|Proposal|Website|Upsell|37500.00|50|2026-09-18|2026-12-31|
461|Contoso Inc - Support Renewal|21|11|Proposal|Outbound|Renewal|69000.00|50|2026-06-15|2026-08-20|
462|Prose Ware Systems Inc - Enterprise License|19|11|Closed Lost|Outbound|New Business|29500.00|0|2025-05-15|2025-09-02|2025-09-18
463|Graphic Design Institute Inc - Migration Project|20|6|Closed Lost|Outbound|New Business|19500.00|0|2025-04-20|2025-07-22|2025-06-26
464|Lamna Healthcare Ltd - Migration Project|34|12|Closed Lost|Partner|New Business|67500.00|0|2025-01-25|2025-04-17|2025-04-21
465|Southridge Video GmbH - Data Platform|1|3|Negotiation|Website|Renewal|45500.00|75|2026-09-03|2027-01-03|
466|Lucerne Publishing Ltd - Migration Project|38|3|Closed Won|Website|New Business|18500.00|100|2025-03-02|2025-07-29|2025-07-14
467|Relecloud Inc - Cloud Subscription|15|7|Closed Lost|Trade Show|Renewal|58500.00|0|2025-05-27|2025-08-06|2025-09-09
468|City Power & Light GmbH - Cloud Subscription|9|7|Proposal|Referral|Renewal|59500.00|50|2026-07-03|2026-11-21|
469|Graphic Design Institute AG - Data Platform|60|9|Negotiation|Referral|New Business|107500.00|75|2026-07-15|2026-11-15|
470|Relecloud Sp. z o.o. - Reporting Add-on|55|12|Qualification|Website|New Business|18500.00|25|2026-06-18|2026-07-21|
471|Wide Field Robotics SARL - Cloud Subscription|31|5|Closed Won|Referral|New Business|7000.00|100|2026-04-08|2026-05-19|2026-05-07
472|Coho Winery Sp. z o.o. - Training Package|54|7|Closed Won|Trade Show|New Business|9000.00|100|2026-02-24|2026-06-27|2026-07-05
473|Fourth Coffee SL - Cloud Subscription|48|5|Closed Won|Outbound|Renewal|53000.00|100|2025-07-31|2025-10-14|2025-09-28
474|Trail Frames Chalet Inc - Support Renewal|58|9|Negotiation|Website|Renewal|33000.00|75|2025-11-22|2026-03-21|
475|Woodgrove Bank GmbH - Data Platform|56|1|Qualification|Outbound|New Business|36000.00|25|2025-11-29|2026-03-15|
476|Best For You Organics Ltd - Cloud Subscription|36|2|Closed Lost|Outbound|New Business|29500.00|0|2025-09-12|2025-11-07|2025-12-09
477|Trail Frames Chalet Inc - Migration Project|18|1|Closed Lost|Outbound|Renewal|26000.00|0|2025-08-21|2025-12-13|2025-11-05
478|Liberty Delightful Sinful Bakery Ltd - Training Package|35|9|Qualification|Referral|Renewal|74500.00|25|2026-08-09|2026-12-24|
479|Trail Frames Chalet Inc - Data Platform|58|12|Closed Lost|Website|New Business|8500.00|0|2026-03-06|2026-03-26|2026-04-25
480|Proseware BV - Reporting Add-on|40|7|Negotiation|Outbound|Renewal|25000.00|75|2026-01-13|2026-02-24|
481|Lamna Healthcare Ltd - Migration Project|34|12|Negotiation|Trade Show|New Business|30500.00|75|2026-05-16|2026-07-11|
482|Wingtip Toys BV - Analytics Suite|39|5|Closed Lost|Partner|New Business|34500.00|0|2025-04-10|2025-07-20|2025-08-07
483|Adventure Works SpA - Analytics Suite|45|9|Closed Won|Website|Renewal|39500.00|100|2025-09-29|2026-01-24|2026-01-04
484|Southridge Video BV - Support Renewal|41|8|Closed Lost|Referral|Upsell|20000.00|0|2025-06-15|2025-07-14|2025-06-27
485|Graphic Design Institute AG - Enterprise License|60|8|Proposal|Partner|Renewal|31000.00|50|2026-09-02|2026-11-20|
486|Prose Ware Systems Inc - Data Platform|19|3|Proposal|Website|Renewal|90000.00|50|2026-01-14|2026-03-15|
487|Fincher Architects SpA - Enterprise License|46|3|Prospecting|Website|Renewal|30500.00|10|2026-09-03|2027-01-14|
488|Lucerne Publishing Ltd - Enterprise License|38|10|Qualification|Outbound|New Business|36000.00|25|2025-11-28|2026-04-24|
489|Southridge Video GmbH - Migration Project|1|7|Qualification|Partner|New Business|20000.00|25|2026-08-08|2027-01-02|
490|Consolidated Messenger GmbH - Training Package|4|3|Closed Lost|Outbound|New Business|12000.00|0|2025-09-27|2025-12-04|2025-12-08
491|Wide Field Robotics SARL - Data Platform|31|9|Closed Won|Website|Renewal|21500.00|100|2025-08-28|2025-12-19|2025-11-27
492|Alpine Ski House SARL - Data Platform|26|5|Closed Lost|Website|New Business|24000.00|0|2025-11-19|2026-04-10|2026-03-31
493|Graphic Design Institute AG - Enterprise License|60|1|Closed Won|Website|Renewal|9500.00|100|2025-09-28|2025-10-25|2025-11-08
494|Contoso Inc - Support Renewal|21|11|Negotiation|Referral|Upsell|4000.00|75|2026-04-28|2026-07-14|
495|Relecloud Sp. z o.o. - Enterprise License|55|12|Closed Won|Outbound|Upsell|18000.00|100|2025-12-27|2026-05-23|2026-06-25
496|Coho Winery Sp. z o.o. - Reporting Add-on|54|10|Closed Won|Website|New Business|31000.00|100|2025-11-18|2026-02-15|2026-02-13
497|Tall Poppies Ltd - Enterprise License|37|12|Closed Won|Website|New Business|89500.00|100|2026-04-09|2026-06-03|2026-06-02
498|Prose Ware Systems Inc - Training Package|19|9|Qualification|Website|New Business|12500.00|25|2026-09-22|2027-02-07|
499|Humongous Insurance Ltd - Reporting Add-on|33|1|Qualification|Partner|Renewal|18000.00|25|2026-05-27|2026-10-04|
500|Tall Poppies Ltd - Analytics Suite|37|9|Closed Won|Outbound|Renewal|22500.00|100|2025-03-02|2025-06-08|2025-05-26
501|Proseware BV - Analytics Suite|40|11|Qualification|Referral|New Business|8000.00|25|2026-06-12|2026-08-16|
502|Graphic Design Institute AG - Cloud Subscription|60|1|Prospecting|Website|New Business|16000.00|10|2026-09-24|2026-12-21|
503|City Power & Light SL - Enterprise License|49|10|Prospecting|Partner|New Business|99000.00|10|2026-07-01|2026-10-31|
504|Winsome Apparel GmbH - Data Platform|10|2|Proposal|Website|New Business|54000.00|50|2026-04-04|2026-06-19|
505|Consolidated Messenger GmbH - Reporting Add-on|4|8|Closed Won|Outbound|Renewal|15000.00|100|2025-10-12|2026-02-13|2026-02-21
506|Tailspin Toys Inc - Training Package|25|2|Closed Won|Trade Show|Renewal|60500.00|100|2025-10-31|2025-12-07|2025-11-12
507|Southridge Video BV - Data Platform|41|7|Proposal|Outbound|Upsell|27500.00|50|2026-02-28|2026-05-23|
508|Fourth Coffee SL - Reporting Add-on|48|5|Closed Won|Website|Renewal|16500.00|100|2025-11-21|2026-03-03|2026-03-16
509|Tres Chic Boutique GmbH - Support Renewal|2|11|Proposal|Referral|Renewal|33000.00|50|2026-03-08|2026-06-20|
510|Best For You Organics Ltd - Cloud Subscription|36|9|Qualification|Outbound|New Business|7500.00|25|2026-06-29|2026-10-05|
511|Wide Field Robotics SARL - Analytics Suite|31|8|Negotiation|Outbound|Renewal|19500.00|75|2026-05-01|2026-08-23|
512|Tres Chic Boutique GmbH - Training Package|2|9|Closed Lost|Outbound|Upsell|12500.00|0|2025-06-09|2025-07-25|2025-08-11
513|Fincher Architects SpA - Support Renewal|46|6|Closed Won|Referral|New Business|5000.00|100|2025-06-20|2025-07-22|2025-08-19
514|Coho Winery Sp. z o.o. - Analytics Suite|54|2|Qualification|Outbound|Renewal|20500.00|25|2026-09-11|2026-10-19|
515|Adventure Works GmbH - Support Renewal|5|5|Closed Won|Website|Upsell|100000.00|100|2026-05-20|2026-09-07|2026-08-17
516|Lucerne Publishing Ltd - Support Renewal|38|6|Closed Won|Outbound|New Business|27000.00|100|2025-11-09|2026-03-31|2026-03-14
517|Winsome Apparel AB - Data Platform|50|7|Prospecting|Website|New Business|75000.00|10|2025-11-25|2026-03-11|
518|Northwind Traders GmbH - Analytics Suite|11|8|Closed Won|Website|New Business|26000.00|100|2025-08-22|2025-12-05|2025-11-17
519|Trey Research GmbH - Cloud Subscription|57|1|Closed Won|Referral|New Business|180000.00|100|2025-02-27|2025-04-28|2025-05-23
520|Nod Publishers GmbH - Reporting Add-on|3|10|Closed Won|Website|Renewal|85000.00|100|2025-06-03|2025-08-18|2025-08-19
521|Graphic Design Institute AG - Support Renewal|60|5|Qualification|Outbound|Renewal|44500.00|25|2026-08-10|2026-08-31|
522|Winsome Apparel GmbH - Data Platform|10|4|Prospecting|Website|Renewal|9500.00|10|2026-07-04|2026-11-24|
523|Litware AB - Data Platform|52|9|Prospecting|Partner|New Business|15000.00|10|2026-04-20|2026-09-07|
524|Northwind Traders AB - Migration Project|51|5|Closed Lost|Partner|New Business|37500.00|0|2025-06-26|2025-11-10|2025-12-26
525|Coho Winery Sp. z o.o. - Support Renewal|54|9|Negotiation|Referral|New Business|39000.00|75|2026-06-01|2026-09-18|
526|Wingtip Toys BV - Migration Project|39|6|Closed Won|Partner|Renewal|66500.00|100|2025-05-21|2025-07-31|2025-08-07
527|Margie's Travel GmbH - Cloud Subscription|7|6|Closed Lost|Referral|New Business|39000.00|0|2025-03-01|2025-07-01|2025-07-02
528|Margie's Travel GmbH - Support Renewal|7|9|Qualification|Website|Upsell|20000.00|25|2026-07-18|2026-08-22|
529|Coho Winery GmbH - Enterprise License|14|8|Proposal|Website|New Business|50000.00|50|2026-04-04|2026-07-20|
530|Munson's Pickles Sp. z o.o. - Data Platform|53|4|Closed Won|Referral|Renewal|8000.00|100|2026-07-09|2026-11-07|2026-09-30
531|Graphic Design Institute AG - Enterprise License|60|4|Prospecting|Partner|New Business|11000.00|10|2026-08-29|2026-10-13|
532|Liberty Delightful Sinful Bakery Ltd - Training Package|35|6|Proposal|Referral|New Business|28500.00|50|2026-08-06|2026-09-25|
533|Tres Chic Boutique GmbH - Cloud Subscription|2|10|Closed Lost|Outbound|New Business|53500.00|0|2025-07-31|2025-10-31|2025-10-02
534|Tall Poppies Ltd - Enterprise License|37|8|Closed Won|Partner|New Business|53500.00|100|2025-02-19|2025-05-01|2025-03-11
535|Coho Winery Sp. z o.o. - Cloud Subscription|54|4|Negotiation|Website|New Business|27500.00|75|2026-01-19|2026-03-28|
536|Woodgrove Bank Inc - Enterprise License|16|6|Qualification|Referral|New Business|73000.00|25|2025-12-01|2026-01-17|
537|First Up Consultants SARL - Cloud Subscription|29|7|Qualification|Referral|Renewal|48000.00|25|2025-07-03|2025-09-05|
538|Northwind Traders GmbH - Reporting Add-on|11|8|Negotiation|Referral|New Business|54000.00|75|2026-06-16|2026-10-02|
539|Northwind Traders AB - Training Package|51|9|Proposal|Trade Show|Upsell|13500.00|50|2026-08-07|2026-10-13|
540|Blue Yonder Airlines Inc - Cloud Subscription|23|4|Closed Won|Trade Show|Upsell|47000.00|100|2025-08-14|2025-11-20|2025-12-01
541|Graphic Design Institute AG - Support Renewal|60|5|Closed Won|Referral|New Business|59000.00|100|2025-07-25|2025-09-10|2025-08-06
542|Coho Winery GmbH - Training Package|14|1|Closed Won|Website|New Business|10500.00|100|2026-04-27|2026-05-24|2026-05-13
543|First Up Consultants SARL - Support Renewal|29|9|Proposal|Outbound|Upsell|25500.00|50|2026-04-13|2026-07-08|
544|Fincher Architects GmbH - Training Package|6|5|Closed Lost|Outbound|Upsell|14500.00|0|2025-05-09|2025-08-07|2025-07-27
545|Tall Poppies Ltd - Enterprise License|37|4|Closed Lost|Outbound|New Business|25000.00|0|2025-10-30|2025-11-22|2025-11-11
546|VanArsdel SARL - Reporting Add-on|27|1|Prospecting|Website|Renewal|35000.00|10|2026-09-07|2026-11-17|
547|Tres Chic Boutique GmbH - Reporting Add-on|2|3|Closed Won|Outbound|New Business|12000.00|100|2025-04-28|2025-05-28|2025-05-10
548|Nod Publishers SpA - Support Renewal|43|6|Negotiation|Outbound|Upsell|16000.00|75|2026-08-08|2026-09-14|
549|Woodgrove Bank GmbH - Data Platform|56|11|Negotiation|Outbound|New Business|25000.00|75|2026-08-19|2026-10-27|
550|Trail Frames Chalet Inc - Data Platform|58|9|Closed Lost|Outbound|Renewal|22500.00|0|2025-12-23|2026-05-07|2026-05-21
551|Consolidated Messenger GmbH - Reporting Add-on|4|11|Closed Lost|Website|New Business|13500.00|0|2025-12-06|2026-02-03|2026-01-09
552|Litware GmbH - Support Renewal|12|4|Closed Lost|Outbound|New Business|25000.00|0|2025-01-09|2025-02-11|2025-02-05
553|Fincher Architects GmbH - Data Platform|6|10|Closed Won|Partner|New Business|29500.00|100|2025-10-27|2026-01-12|2026-01-03
554|Munson's Pickles GmbH - Training Package|13|11|Closed Won|Partner|New Business|12500.00|100|2025-11-22|2026-02-08|2026-02-04
555|Fourth Coffee SL - Migration Project|48|11|Closed Won|Website|New Business|48500.00|100|2025-06-12|2025-09-06|2025-10-11
556|Consolidated Messenger GmbH - Cloud Subscription|4|1|Closed Won|Outbound|New Business|22500.00|100|2026-02-04|2026-04-19|2026-04-27
557|Margie's Travel GmbH - Analytics Suite|7|12|Closed Lost|Website|Upsell|25500.00|0|2025-03-27|2025-05-24|2025-06-24
558|VanArsdel SARL - Migration Project|27|3|Closed Won|Website|New Business|16500.00|100|2025-07-29|2025-08-30|2025-09-14
559|Margie's Travel GmbH - Analytics Suite|7|11|Proposal|Trade Show|New Business|28000.00|50|2026-02-19|2026-06-14|
560|Liberty Delightful Sinful Bakery Ltd - Support Renewal|35|12|Closed Lost|Referral|Renewal|17000.00|0|2025-11-11|2026-02-08|2026-02-19
561|Southridge Video BV - Reporting Add-on|41|11|Closed Won|Website|Upsell|73000.00|100|2025-10-31|2026-02-21|2026-02-09
562|Nod Publishers GmbH - Cloud Subscription|3|11|Qualification|Website|Renewal|38500.00|25|2026-03-28|2026-08-19|
563|Adventure Works GmbH - Data Platform|5|9|Closed Won|Website|New Business|22500.00|100|2026-02-10|2026-04-21|2026-05-21
564|Liberty Delightful Sinful Bakery Ltd - Reporting Add-on|35|12|Closed Lost|Partner|New Business|20000.00|0|2026-03-16|2026-06-14|2026-07-15
565|Nod Publishers SpA - Training Package|43|11|Prospecting|Outbound|Renewal|32000.00|10|2026-09-01|2026-12-13|
566|Relecloud Sp. z o.o. - Migration Project|55|3|Proposal|Website|New Business|48500.00|50|2026-05-20|2026-06-23|
567|Northwind Traders AB - Reporting Add-on|51|6|Closed Won|Referral|New Business|32000.00|100|2025-03-01|2025-05-05|2025-04-29
568|Tall Poppies Ltd - Cloud Subscription|37|4|Closed Lost|Referral|New Business|79000.00|0|2025-07-10|2025-08-15|2025-09-10
569|Relecloud Sp. z o.o. - Support Renewal|55|4|Closed Lost|Outbound|New Business|22000.00|0|2025-11-28|2026-02-11|2026-02-19
570|Margie's Travel SL - Analytics Suite|47|4|Qualification|Website|Renewal|32000.00|25|2026-06-17|2026-09-07|
571|Woodgrove Bank GmbH - Training Package|56|2|Negotiation|Outbound|New Business|12000.00|75|2026-03-30|2026-07-19|
572|Lucerne Publishing Ltd - Training Package|38|9|Proposal|Website|New Business|11000.00|50|2026-03-28|2026-04-27|
573|Margie's Travel SL - Support Renewal|47|10|Closed Won|Outbound|Renewal|5500.00|100|2025-04-15|2025-06-12|2025-07-06
574|Blue Yonder Airlines Inc - Training Package|23|5|Qualification|Referral|New Business|67000.00|25|2025-10-25|2025-12-30|
575|Parnell Aerospace SARL - Migration Project|30|12|Closed Won|Referral|New Business|17500.00|100|2025-01-23|2025-05-02|2025-05-09
576|Tres Chic Boutique BV - Analytics Suite|42|7|Closed Lost|Partner|Renewal|8500.00|0|2026-03-02|2026-04-06|2026-03-14
577|Graphic Design Institute Inc - Migration Project|20|3|Closed Won|Partner|New Business|27500.00|100|2025-03-29|2025-04-30|2025-04-17
578|First Up Consultants SARL - Cloud Subscription|29|7|Prospecting|Outbound|Upsell|25000.00|10|2026-08-24|2027-01-17|
579|Woodgrove Bank GmbH - Cloud Subscription|56|5|Negotiation|Outbound|New Business|61500.00|75|2026-02-21|2026-03-15|
580|Tailspin Toys Inc - Migration Project|25|3|Closed Lost|Outbound|New Business|26000.00|0|2025-12-20|2026-01-26|2026-01-01
581|Proseware BV - Analytics Suite|40|2|Negotiation|Outbound|New Business|8500.00|75|2026-05-26|2026-07-09|
582|Northwind Traders GmbH - Reporting Add-on|11|12|Negotiation|Website|New Business|69000.00|75|2025-04-06|2025-08-12|
583|Parnell Aerospace SARL - Migration Project|30|9|Closed Lost|Partner|Renewal|11500.00|0|2026-04-07|2026-05-31|2026-06-19
584|Proseware BV - Reporting Add-on|40|4|Qualification|Referral|New Business|39500.00|25|2025-10-05|2025-12-27|
585|Northwind Traders GmbH - Data Platform|11|3|Closed Won|Outbound|New Business|30500.00|100|2025-12-05|2026-04-02|2026-04-29
586|Blue Yonder Airlines Inc - Reporting Add-on|23|12|Closed Lost|Website|Upsell|14500.00|0|2025-07-22|2025-09-11|2025-09-16
587|Trail Frames Chalet Inc - Training Package|58|7|Closed Lost|Partner|New Business|60000.00|0|2025-04-15|2025-06-10|2025-07-03
588|Best For You Organics Ltd - Migration Project|36|11|Prospecting|Website|New Business|22000.00|10|2026-09-04|2026-12-10|
589|Fincher Architects SpA - Support Renewal|46|5|Qualification|Outbound|Renewal|11500.00|25|2026-06-24|2026-09-10|
590|Consolidated Messenger GmbH - Data Platform|4|9|Closed Won|Partner|New Business|14500.00|100|2026-07-12|2026-08-31|2026-09-05
591|Litware AB - Data Platform|52|9|Closed Won|Partner|Upsell|34500.00|100|2025-03-25|2025-05-25|2025-05-11
592|Contoso Inc - Enterprise License|21|6|Closed Lost|Website|New Business|19000.00|0|2025-10-02|2025-11-10|2025-12-03
593|Bellows College Inc - Cloud Subscription|22|12|Closed Won|Partner|New Business|6000.00|100|2025-06-08|2025-09-22|2025-10-15
594|Prose Ware Systems Inc - Analytics Suite|19|9|Closed Won|Trade Show|Renewal|43500.00|100|2026-06-15|2026-07-14|2026-07-06
595|Bellows College Inc - Migration Project|22|6|Qualification|Website|Renewal|67500.00|25|2026-06-16|2026-08-25|
596|Lucerne Publishing Ltd - Reporting Add-on|38|3|Proposal|Website|Upsell|10000.00|50|2026-01-12|2026-02-10|
597|Nod Publishers SpA - Training Package|43|7|Proposal|Outbound|New Business|16000.00|50|2026-02-11|2026-03-17|
598|Winsome Apparel GmbH - Training Package|10|7|Qualification|Trade Show|New Business|4500.00|25|2026-05-17|2026-07-06|
599|Winsome Apparel AB - Support Renewal|50|8|Closed Won|Partner|New Business|29500.00|100|2025-11-20|2025-12-30|2026-01-18
600|Margie's Travel GmbH - Enterprise License|7|3|Closed Won|Trade Show|Renewal|15500.00|100|2025-07-18|2025-10-24|2025-11-20
601|Munson's Pickles Sp. z o.o. - Data Platform|53|4|Closed Won|Website|New Business|31500.00|100|2025-05-02|2025-05-27|2025-07-01
602|Relecloud Sp. z o.o. - Migration Project|55|1|Closed Won|Partner|New Business|32000.00|100|2025-02-25|2025-06-30|2025-05-13
603|Fourth Coffee SL - Enterprise License|48|9|Negotiation|Trade Show|New Business|32500.00|75|2025-08-02|2025-11-10|
604|Tres Chic Boutique BV - Enterprise License|42|4|Closed Lost|Website|Renewal|20500.00|0|2025-06-30|2025-09-14|2025-09-08
605|Nod Publishers SpA - Data Platform|43|5|Closed Won|Website|Upsell|22000.00|100|2025-05-25|2025-10-15|2025-09-30
606|Coho Winery Sp. z o.o. - Training Package|54|6|Prospecting|Outbound|New Business|34000.00|10|2026-06-25|2026-07-17|
607|City Power & Light GmbH - Enterprise License|9|4|Prospecting|Referral|New Business|61500.00|10|2026-07-24|2026-11-18|
608|Southridge Video GmbH - Migration Project|1|1|Proposal|Partner|New Business|180000.00|50|2026-07-09|2026-09-28|
609|The Phone Company SARL - Migration Project|28|9|Closed Lost|Outbound|New Business|44500.00|0|2025-01-05|2025-05-18|2025-05-05
610|Adventure Works GmbH - Cloud Subscription|5|3|Closed Lost|Website|Renewal|10500.00|0|2025-04-21|2025-09-12|2025-07-26
611|Tailspin Toys Inc - Reporting Add-on|25|6|Closed Lost|Outbound|Renewal|39500.00|0|2025-04-09|2025-06-02|2025-06-04
612|Tres Chic Boutique BV - Cloud Subscription|42|5|Negotiation|Referral|Renewal|22000.00|75|2026-04-17|2026-08-11|
613|Relecloud Sp. z o.o. - Analytics Suite|55|12|Closed Lost|Trade Show|Upsell|113000.00|0|2025-05-30|2025-08-27|2025-08-13
614|Trail Frames Chalet Inc - Analytics Suite|58|1|Closed Won|Website|New Business|58000.00|100|2025-11-08|2025-12-08|2025-12-12
615|Southridge Video GmbH - Migration Project|1|6|Negotiation|Referral|Renewal|40000.00|75|2026-05-26|2026-08-16|
616|Fincher Architects SpA - Migration Project|46|7|Closed Lost|Outbound|New Business|13000.00|0|2025-06-09|2025-10-20|2025-09-12
617|Margie's Travel SL - Training Package|47|1|Closed Won|Website|New Business|21500.00|100|2025-03-10|2025-06-07|2025-06-21
618|Parnell Aerospace SARL - Cloud Subscription|30|5|Closed Lost|Outbound|New Business|14000.00|0|2025-05-17|2025-09-02|2025-08-26
619|Contoso Inc - Migration Project|21|11|Closed Won|Website|New Business|13500.00|100|2026-08-10|2026-09-01|2026-08-22
620|Margie's Travel GmbH - Data Platform|7|5|Closed Lost|Outbound|New Business|21500.00|0|2025-06-28|2025-09-04|2025-09-01
621|Best For You Organics Ltd - Enterprise License|36|3|Negotiation|Trade Show|Renewal|18000.00|75|2026-01-25|2026-05-23|
622|First Up Consultants SARL - Training Package|29|2|Negotiation|Partner|New Business|36500.00|75|2026-02-21|2026-03-30|
623|Lamna Healthcare Ltd - Training Package|34|11|Closed Won|Referral|Upsell|17000.00|100|2025-04-28|2025-07-14|2025-07-19
624|Coho Winery GmbH - Reporting Add-on|14|1|Qualification|Outbound|Upsell|23000.00|25|2026-07-21|2026-08-11|
625|Northwind Traders AB - Reporting Add-on|51|1|Proposal|Referral|Renewal|22500.00|50|2025-10-21|2026-01-01|
626|Fincher Architects SpA - Analytics Suite|46|9|Closed Lost|Trade Show|New Business|20500.00|0|2025-06-09|2025-10-20|2025-10-11
627|Relecloud Sp. z o.o. - Support Renewal|55|11|Closed Lost|Website|New Business|71500.00|0|2025-05-17|2025-06-11|2025-06-08
628|Coho Winery GmbH - Cloud Subscription|14|9|Negotiation|Trade Show|Renewal|21000.00|75|2026-03-12|2026-04-23|
629|First Up Consultants SARL - Training Package|29|9|Negotiation|Outbound|New Business|60000.00|75|2026-02-15|2026-05-01|
630|Margie's Travel SL - Analytics Suite|47|5|Proposal|Referral|New Business|9000.00|50|2025-12-19|2026-04-18|
631|Fincher Architects SpA - Support Renewal|46|9|Proposal|Website|Renewal|10500.00|50|2026-09-12|2026-12-06|
632|Liberty Delightful Sinful Bakery Ltd - Reporting Add-on|35|6|Prospecting|Outbound|New Business|12000.00|10|2026-09-11|2026-12-21|
633|Bellows College Inc - Analytics Suite|22|9|Closed Won|Referral|New Business|21500.00|100|2026-03-20|2026-04-29|2026-04-17
634|Contoso Inc - Migration Project|21|8|Closed Lost|Trade Show|New Business|35500.00|0|2026-04-27|2026-09-20|2026-08-17
635|Best For You Organics Ltd - Data Platform|36|2|Negotiation|Outbound|New Business|36500.00|75|2026-04-07|2026-06-13|
636|Adventure Works SpA - Migration Project|45|9|Closed Won|Trade Show|New Business|18500.00|100|2025-08-30|2025-10-25|2025-11-02
637|Winsome Apparel AB - Support Renewal|50|4|Negotiation|Outbound|Upsell|37500.00|75|2025-12-31|2026-02-11|
638|Woodgrove Bank Inc - Cloud Subscription|16|7|Proposal|Website|New Business|31000.00|50|2026-04-11|2026-09-06|
639|Blue Yonder Airlines Inc - Migration Project|23|5|Closed Won|Referral|Upsell|31000.00|100|2026-06-11|2026-10-11|2026-09-30
640|Liberty Delightful Sinful Bakery Ltd - Reporting Add-on|35|8|Negotiation|Partner|New Business|21000.00|75|2026-09-23|2026-12-14|
641|City Power & Light SL - Reporting Add-on|49|11|Closed Won|Trade Show|New Business|69500.00|100|2025-05-14|2025-10-06|2025-09-22
